Kommun-KOD,Utegym-ID,Namn,Namn på plats,Koordinat_Lat_(WGS84),Koordinat_Long_(WGS84),Koordinat_Lat_(Sweref-99-TM),Koordinat_Long_(Sweref-99-TM),Koordinat_Lat_(Sweref-lokal),Koordinat_Long_(Sweref-lokal),Parkeringsplatser,Namn på ägare,Telefonnummer,E-post,Bild,Bild 2,Bild 3,Vägbeskrivning,Övrig beskrivning,Länk för mer information,Belysning,Rullstolsanpassat,Postnummer,Datum skapad,Datum modifierad,Sit ups,Armhäv,Rygglyft,Parallella stångar,Armgång,Balansbom,Marklyft,Trappsteg,Horisontell stång,Ribbstolar,Viktade rep,Benlyft,Slackline,Air walker,Rodd,Träningscykel,Skylt med övningsinstruktioner,Romerska ringar,Elliptisk träningsmaskin,Bänkpress,Knäböj,Axelpress,Häckar,Långbarr,Styrkeyta
180,0180_Utegym_00033,Nytorpsgärdes utegym,Nytorpsbadet,59.289608,18.106392,,,,,Nej,Skarpnäcks stadsdelsförvaltning,+46 850 815 000,skarpnack@stockholm.se,,,,Bredvid Nytorpsbadet mellan Björkhagen och Kärrtorp,,https://motionera.stockholm/hitta-utegym/utegym/nytorpsgardes-utegym/,,,,,,Ja,,,Ja,,Ja,,,,,,,,,,,,,,Ja,Ja,,,,
180,0180_Utegym_00034,Nälsta utegym,Nälsta,59.369468,17.880200,,,,,Nej,"Hässelby-Vällingby stadsdelsförvaltning, Stockholms stad",+46 850 804 000,hasselby-vallingby@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/e4faf546-9b34-41b8-9403-9a61ac07ae1a.jpeg,,,,,https://motionera.stockholm/hitta-utegym/utegym/nalsta-utegym/,,,,,,Ja,,,Ja,Ja,Ja,Ja,,,,,,,,Ja,,,,,Ja,Ja,Ja,,,
180,0180_Utegym_00035,Oppundaparkens utegym,Oppundaparken,59.271542,18.072920,,,,,Nej,"Farsta stadsdelsförvaltning, Stockholms stad",+46 850 818 000,farsta@​stockholm.se,,,,,,https://motionera.stockholm/hitta-utegym/utegym/oppundaparkens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00036,Oxtungans utegym,Oxtungans lekplats,59.370147,17.818056,,,,,Nej,"Hässelby-Vällingby stadsdelsförvaltning, Stockholms stad",+46 850 804 000,hasselby-vallingby@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/894a6c70-3672-4c3b-ad9c-59ca383acdfa.jpeg,,,Utegymmet finns i anslutning till Oxtungans lekplats,,https://motionera.stockholm/hitta-utegym/utegym/oxtungans-utegym/,,,,,,Ja,,,Ja,Ja,Ja,Ja,,,,,,,,Ja,,,,,Ja,Ja,Ja,,,
180,0180_Utegym_00037,Pålsundsparkens utegym,Pålslundaparken,59.318823,18.027859,,,,,Nej,"Södermalms stadsdelsförvaltning, Stockholms stad",+46 850 812 000,soder@stockholm.se,,,,Utegymmet är beläget längs med den fina strandpromenaden,,https://motionera.stockholm/hitta-utegym/utegym/palsundsparkens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00038,Rålambshovsparkens utegym,Rålambshovsparken,59.329186,18.025254,,,,,Nej,"Kungsholmens stadsdelsförvaltning, Stockholms stad",+46 850 808 000,kungsholmen@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/221c54f3-4d2f-4f57-be16-cd40a92564d1.jpeg,,,Närmaste tunnelbanestation är Fridhemsplan. Gymmet ligger i Rålambshovsparken mot Rålambshovsleden,,https://motionera.stockholm/hitta-utegym/utegym/ralambshovsparkens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00039,Sannadalsparkens utegym,Sannadalsparken,59.315561,18.011020,,,,,Nej,"Hägersten-Liljeholmens stadsdelsförvaltning, Stockholms stad",+46 850 822 700,hagersten-liljeholmen@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/75666457-b35d-49fc-910a-245bfcdffdbd.jpeg,,,I närheten av lekplatsen i Sannadalsparken i Gröndal,,https://motionera.stockholm/hitta-utegym/utegym/sannadalsparkens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00040,Skarpnäcksfältets utegym,Skarpnäcks sportfält,59.270133,18.119933,,,,,Ja,"Idrottsförvaltningen, Stockholms stad",+46 850 827 700,friluft.idrott@​stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/a1d93cb8-9bd9-4178-8e00-624ab6ba0124.jpeg,,,Utegymmet är beläget intill baseballplanen på Skarpnäcks sportfält,,https://motionera.stockholm/hitta-utegym/utegym/skarpnacksfaltets-utegym/,,,,,,Ja,,,Ja,Ja,Ja,Ja,,,,,,,,Ja,,,,,Ja,Ja,Ja,,,
180,0180_Utegym_00041,Skärholmens utegym,Skärholmens gård,59.283053,17.888933,,,,,Ja,"Skärholmens stadsdelsförvaltning, Stockholms stad",+46 850 824 000,skarholmen@stockholm.se,,,,Nära Skärholmens gård,,https://motionera.stockholm/hitta-utegym/utegym/skarholmens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00042,Smedsuddsbadets utegym,Smedsuddsbadet,59.325638,18.021422,,,,,Nej,"Kungsholmens stadsdelsförvaltning, Stockholms stad",+46 850 808 000,kungsholmen@stockholm.se,,,,Buss 4 med flera går till Västerbroplan. Därifrån finns gångvägar ner till vattnet och badet där utegymmet ligger,,https://motionera.stockholm/hitta-utegym/utegym/smedsuddsbadets-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00043,Solbergskogens utegym,Solbergskogen,59.286729,18.004291,,,,,Nej,"Älvsjö stadsdelsförvaltning, Stockholms stad",+46 850 821 000,alvsjo@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/69622f57-8300-4a31-a355-5f9c8c5d4a6e.jpeg,,,"Utegymmet ligger nära Sulvägen 22 i stadsdelen  Busshållplats Sulvägen trafikeras av linje 142, 300 meter promenad",,https://motionera.stockholm/hitta-utegym/utegym/solbergaskogens-utegym/,Ja,,,,,Ja,Ja,,Ja,,,Ja,,,,,,,,Ja,,,,,,Ja,Ja,,,
180,0180_Utegym_00044,Solbrännans utegym,Parken Solbrännan,59.281968,18.015535,,,,,Nej,"Älvsjö stadsdelsförvaltning, Stockholms stad",+46 850 821 000,alvsjo@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/f99bff7a-d921-4bff-ac2b-e954f4b7bd94.jpeg,,,"Utegymmet ligger i parken Solbrännan vid hörnet Götalandsvägen-Folkparksvägen.Älvsjö station, cirka 500 m promenad",,https://motionera.stockholm/hitta-utegym/utegym/solbrannans-utegym/,Ja,,,,,Ja,Ja,,Ja,,,Ja,,,,,,,,Ja,,,,,,Ja,Ja,,,
180,0180_Utegym_00045,Solviks utegym,Solviksbadet,59.315803,17.964652,,,,,Ja,"Stadsmiljö och parkfrågor i Bromma, Stockholms stad",+46 850 806 000,stadsmiljo.bromma@​stockholm.se,,,,"Vid Solviksbadet, Ålstens skogsväg 24",,https://motionera.stockholm/hitta-utegym/utegym/solviks-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00046,Spånga idrottsplats,Spånga IP,59.387381,17.907621,,,,,Ja,"Idrottsförvaltningen, Stockholms stad",+46 850 827 700,friluft.idrott@​stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/7f23f970-9504-4468-9961-95086d2fcd1e.jpeg,,,Mellan fotbollshallen och löparbanorna på Spånga IP,,https://motionera.stockholm/hitta-utegym/utegym/spanga-idrottsplats-utegym/,,,,,,Ja,,,Ja,Ja,Ja,Ja,,,,,,,,Ja,,,,,Ja,Ja,Ja,,,
180,0180_Utegym_00047,Spånga utegym,Spånga centrum,59.382784,17.895450,,,,,Ja,"Spånga-Tensta stadsdelsförvaltning, Stockholms stad",+46 850 803 000,spanga-tensta@stockholm.se,,,,Bredvid en boulebana i närheten av Spånga centrum,,https://motionera.stockholm/hitta-utegym/utegym/spanga-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00048,Stora Sköndals utegym,Stora Sköndals handikappbad,59.249131,18.125449,,,,,Ja,"Idrottsförvaltningen, Stockholms stad",+46 850 827 700,friluft.idrott@​stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/f289e633-9d74-4703-b913-77c2257f7150.jpeg,,,Utegymmet ligger bakom bassängbadet med Drevviken bara ett stenkast bort,,https://motionera.stockholm/hitta-utegym/utegym/stora-skondals-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00049,Stråkets utegym,Stråkets parklek,59.359758,17.831231,,,,,Nej,"Hässelby-Vällingby stadsdelsförvaltning, Stockholms stad",+46 850 804 000,hasselby-vallingby@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/b3a9a3c8-8049-4a58-bc34-7f6108ecd8c3.jpeg,,,"Utegymmet hittar du i anslutning till parkleken Stråket, med gångavstånd till Hässelby strands tunnelbanestation",,https://motionera.stockholm/hitta-utegym/utegym/strakets-utegym/,,,,,,Ja,,,Ja,,,,,,,,,,,Ja,,,,,,,,,,
180,0180_Utegym_00050,Sätra idrottsplats utegym,Sätra IP,59.289586,17.928911,,,,,Ja,"Idrottsförvaltningen, Stockholms stad",+46 850 827 700,friluft.idrott@​stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/9b4cd6ff-8570-4007-8f3c-b6f5355a98e5.jpeg,,,Beläget utanför friidrottshallen,,https://motionera.stockholm/hitta-utegym/utegym/satra-idrottsplats-utegym/,,,,,,Ja,,,Ja,ja,Ja,Ja,,,,,,,,Ja,,,,,Ja,Ja,Ja,,,
180,0180_Utegym_00051,Sätradals utegym,Sätradalsparken,59.286080,17.917117,,,,,Nej,"Skärholmens stadsdelsförvaltning, Stockholms stad",+46 850 824 000,skarholmen@stockholm.se,,,,I Sätradalsparken,,https://motionera.stockholm/hitta-utegym/utegym/satradals-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00052,Sätrastrandsbadets utegym,Sätrastrandsbadet,59.286548,17.892867,,,,,Ja,"Skärholmens stadsdelsförvaltning, Stockholms stad",+46 850 824 000,skarholmen@stockholm.se,,,,,,https://motionera.stockholm/hitta-utegym/utegym/satrastrandsbadet-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00053,Tantolundens utegym,Tantolunden,59.313633,18.036248,,,,,Nej,"Södermalms stadsdelsförvaltning, Stockholms stad",+46 850 812 000,soder@stockholm.se,,,,,,https://motionera.stockholm/hitta-utegym/utegym/tanto-strandbads-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00054,Uteträffen i Tessinparken,Tessinparken,59.344562,18.095565,,,,,Nej,Östermalms stadsdelsförvaltning; Stockholms stad,+46 850 810 000,ostermalm@​stockholm.se,,,,"I Tessinparken, vid bollplanen strax intill parkleken. Närmaste tunnelbanestation är Gärdet, uppgång Brantingsgatan",,https://motionera.stockholm/hitta-utegym/utegym/utetraffen-i-tessinparken/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00055,Vanadislundens utegym,Vanadislunden,59.347196,18.053150,,,,,Nej,"Norrmalms stadsdelsförvaltning, Stockholms stad",+46 850 809 000,norrmalm@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/5d3c6730-dd18-46a9-83f8-ec74362fabbb.jpeg,,,Vanadislundens utegym ligger vid den nedre lekplatsen mot Sveavägen. Närmaste tunnelbanestation är Odenplan. Buss 2 går till hållplats Sveaplan,,https://motionera.stockholm/hitta-utegym/utegym/vanadislundens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00056,Vasaparkens utegym,Vasaparken,59.339308,18.040205,,,,,Nej,"Norrmalms stadsdelsförvaltning, Stockholms stad",+46 850 809 000,norrmalm@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/ba51c259-ac5a-4fa2-92af-9a1b9e57921b.jpeg,,,"Utomhusgymmet ligger på höjden i Vasaparkens västra del, mot Torsgatan. Närmaste tunnelbanestation är Sankt Eriksplan",,https://motionera.stockholm/hitta-utegym/utegym/vasaparkens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00057,Vintervikens utegym,Vinterviksparken,59.311741,18.002447,,,,,Ja,"Hägersten-Liljeholmens stadsdelsförvaltning, Stockholms stad",+46 850 822 700,hagersten-liljeholmen@stockholm.se,,,,Nära Blommensbergs bollplan,,https://motionera.stockholm/hitta-utegym/utegym/vintervikens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00058,Vårgårdens utegym,Vårgårdens parklek,59.276537,17.884601,,,,,Nej,"Skärholmens stadsdelsförvaltning, Stockholms stad",+46 850 824 000,skarholmen@stockholm.se,,,,,,https://motionera.stockholm/hitta-utegym/utegym/vargardens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00059,Älvsjöskogens utegym,Älvsjöskogens naturreservat,59.271557,17.995136,,,,,Nej,"Älvsjö stadsdelsförvaltning, Stockholms stad",+46 850 821 000,alvsjo@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/8b28a07c-a93e-4930-a102-76281f01b033.jpeg,,,"Utegymmet ligger vid huvudentrén till Älvsjöskogens naturreservat och Älvsjö gamla bollplan. Älvsjö station, cirka 1,4 km promenad. Busshållplats Viktoriavägen, linje 144, cirka 500 m promenad
",,https://motionera.stockholm/hitta-utegym/utegym/alvsjoskogens-utegym/,Ja,,,,,Ja,,,Ja,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00060,Ärvinge utegym,Ärvinge,59.399211,17.933564,,,,,Nej,"Rinkeby-Kista stadsdelsförvaltning, Stockholms stad",+46 850 801 000,rinkeby-kista@stockholm.se,,,,"Ärvinge utegym ligger i gränsen mellan bostäderna och Järvafältet, granne med Ärvinge bollplan och lekparken Trudelutten",,https://motionera.stockholm/hitta-utegym/utegym/arvinge-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00061,Ågestas utegym,Ågesta motionsområde,59.222753,18.104855,,,,,Ja,"Idrottsförvaltningen, Stockholms stad",+46 850 827 700,friluft.idrott@​stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/c7a2a9b5-adfb-410b-9ce8-de4f864a62b2.jpeg,,,,,https://motionera.stockholm/hitta-utegym/utegym/agesta-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00062,Årstaskogens utegym,Årstaskogen,59.303095,18.059095,,,,,Nej,"Enskede-Årsta-Vantörs stadsdelsförvaltning, Stockholms stad",+46 850 814 000,eav@stockholm.se,,,,,,https://motionera.stockholm/hitta-utegym/utegym/arstaskogens-utegym/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0180_Utegym_00063,Årstavikens utegym,Årstaviken,59.305066,18.040284,,,,,Nej,"Enskede-Årsta-Vantörs stadsdelsförvaltning, Stockholms stad",+46 850 814 000,eav@stockholm.se,,,,Två separata stationer utmed Årstaviken på Årsta sidan. En nedanför Årsta IP och en nedanför Årstagårdens bollplan. Det är drygt en kilometer mellan de två stationerna,,https://motionera.stockholm/hitta-utegym/utegym/arstavikens-utegym/,,,,,,Ja,,,Ja,Ja,,,Ja,,,,,,,,,,,,Ja,Ja,Ja,,,
180,0180_Utegym_00064,Östbergas utegym,Lisebergs bollplan,59.286310,18.032016,,,,,Ja,"Idrottsförvaltningen, Stockholms stad",+46 850 827 700,eav@stockholm.se,https://motionera.stockholm/optimized/serviceunitspage/filer/hitta/9249cdbd-c2a1-4d24-a38c-b6d4c6f2b7cc.jpeg,,,,,https://motionera.stockholm/hitta-utegym/utegym/ostberga-utegym/,,,,,,Ja,,,Ja,Ja,Ja,Ja,,,,,,,,Ja,,,,,Ja,Ja,Ja,,,
0126,0126_utegym_00001,Naturgym vid Tranparken,Tranparken,59.266269,17.965402,6573462,669015,6572331,148026,Nej,Huddinge kommun,+46 853 53 00 00,huddinge@huddinge.se,,,,"Tranvägen 14, Segeltorp",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,Ja,,141 72,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126,0126_utegym_00002,Utegym vid Källbrinks IP ,Källbrinks IP,59.248545,17.950673,6571453,668264,6570357,147185,,Huddinge kommun,+46 853 53 00 00,huddinge@huddinge.se,,,,"Gamla Stockholmsvägen 91, Huddinge",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,,,141 32,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126,0126_utegym_00003,Utegym i Skeppsmyreparken,Skeppsmyreparken,59.248771,17.996297,6571594,670863,6570381,149788,,Huddinge kommun,+46 853 53 00 00,huddinge@huddinge.se,,,,"Stationsvägen 16-18, Huddinge",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,Ja,,141 40,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126,0126_utegym_00004,Utegym i Rådsparken,Rådsparken,59.239938,17.987308,6570588,670395,6569397,149275,,Huddinge kommun,+46 853 53 00 00,huddinge@huddinge.se,,,,"Rådsvägen 17, Huddinge",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,,,141 85,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126,0126_utegym_00005,Hinderbana och utegym i Nytorps mosse,Nytorps mosse,59.225109,18.145586,6569353,679497,6567754,158312,Ja,Huddinge kommun,+46 853 53 00 00,huddinge@huddinge.se,,,,"Kvartettvägen 8, Trångsund",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,Ja,Begränsat,142 63,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126,0126_utegym_00006,Utegym i Sjöängsparken,Sjöängsparken,59.234144,18.157318,6570390,680118,6568762,158980,Ja,Huddinge kommun,+46 853 53 00 00,huddinge@huddinge.se,,,,"Sjöängsvägen 15, Trångsund",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,Ja,Begränsat,142 64,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126,0126_utegym_00007,Naturgym vid Visättra sportcenter,Visättra,59.215498,17.961454,6567802,669042,6566675,147798,Ja,Huddinge kommun,+46 853 53 00 00,huddinge@huddinge.se,,,,"Kvarnängsvägen 12, Visättra",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,Ja,Begränsat,141 49,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126,0126_utegym_00008,Utegym vid Gladö lekplats,Gladö lekplats,59.192496,17.973302,6565273,669832,6564112,148474,Ja,Huddinge kommun,+46 853 53 00 00,huddinge@huddinge.se,,,,"Nyboviksvägen 23, Huddinge",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,,Begränsat,141 91,,,,,,,,,,,,,,,,,,,,,,,,,,,
0126,0126_utegym_00009,Ågesta friluftsområde,Ågesta,59.223755,18.104274,6569092,677147,6567599,155954,,Stockholm stad,,,,,,"Bonäsvägen, Farsta",,https://www.huddinge.se/fritid-natur-och-kultur/motion-och-idrott/utegym/,,,123 52,,,,,,,,,,,,,,,,,,,,,,,,,,,
0183,0183_Utegym_00001,Lötsjöns utegym,Golfängarna,,,,,,,Nej,"Sundbybergs stad, Samhällsbyggnads- och serviceförvaltningen",+46 8 706 65 00,servicecenter@sundbyberg.se,,,,Vid slutet av Vackra vägen mot Lötsjön,,,Ja,Begränsat,172 40,2019,,,,,,,,,,,,,,,,,,,,,,,,,,
0183,0183_Utegym_00002,Duvboparkens utegym,Duvboparken,,,,,,,Nej,"Sundbybergs stad, Samhällsbyggnads- och serviceförvaltningen",+46 8 706 65 00,servicecenter@sundbyberg.se,,,,"Korsningen Sveavägen/Långlötsvägen. Närmsta hållplats är ""Lötsjön"" där buss 504 och 506 stannar.",Ligger intill en lekplats.,,Ja,Nej,172 76,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
0183,0183_Utegym_00003,Tuvanparkens utegym,Tuvanparken,,,,,,,Nej,"Sundbybergs stad, Samhällsbyggnads- och serviceförvaltningen",+46 8 706 65 00,servicecenter@sundbyberg.se,,,,"I Tuvanparken, närmsta hållplats är ""Humblegatan"" där buss 512 stannar.",Finns även en parkour-del.,,Ja,Nej,172 38,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
0183,0183_Utegym_00004,Rissnes utegym,Rissne IP,,,,,,,Ja,"Sundbybergs stad, Kultur- och fritidsförvaltningen",+46 8 706 83 81,,,,,"Vid Rissne IP, ca 500 meter västerut från hållplats ""Rissne"" som nås med tunnelbanan linje 10 samt buss 118, 155, 157, 504 och 512.",,,Ja,Nej,174 59,2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,
0183,0183_Utegym_00005,Ursviks utegym,Ursviks motionsområde,,,,,,,Ja,"Sundbybergs stad, Kultur- och fritidsförvaltningen",+46 8 706 83 81,,,,,"Vid löpspårens startområde i Ursvik, närmsta hållplats är ""Ursviks motionsgård"" där buss 504 stannar.",,,Ja,Nej,174 46,2000,,,,,,,,,,,,,,,,,,,,,,,,,,
0188,0001,Socitetsparkens utegym,"Badstuvägen 9, NORRTÄLJE",,,,,,,Ja,Norrtälje kommun,0176 710 00,kontaktcenter@norrtalje.se,www.norrtalje.se/info/kultur-och-fritid/idrott-motion-friluftsliv/utegym/utegym-norrtalje/,,,,Utegymmet ligger i Societetsparken och består av en rad olika träningsredskap som lockar till aktivitet. Gymmet är mer inriktad på rörlighet än styrka. På marken ligger mjuka gummiplattor. Utegymmet är belyst.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0188,0002,Hallstaviks utegym,"Ekvägen 20, HALLSTAVIK",,,,,,,Nej,Norrtälje kommun,0176 710 00,kontaktcenter@norrtalje.se,www.norrtalje.se/info/kultur-och-fritid/idrott-motion-friluftsliv/utegym/utegym-hallstavik/,,,,"Gymmet består av robusta träprodukter och har en mängd olika funktioner. Några av de öveningar du kan utföra är stocklyft, armhägningsstång, armgång, stubbar för upphopp, sit-up, marklyft och rygglyft. Utegymmet är tillgänglighetsanpassat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0188,0003,Rimbos utegym,"Långsjöstigen 7, RIMBO",,,,,,,Ja,Norrtälje kommun,0176 710 00,kontaktcenter@norrtalje.se,www.norrtalje.se/info/kultur-och-fritid/idrott-motion-friluftsliv/utegym/utegym-rimbo/,,,,"Gymmet består av robusta träprodukter och har en mängd olika funktioner som ger dig möjlighet att träna hela kroppen. Här kan du utföra stocklyft, armhävningsstång, armgång, stubbar för upphopp, sit-up, marklyft och rygglyft.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0188,0004,Arkadiens hinderbana,"Arkadien, RIMBO",,,,,,,Ja,Norrtälje kommun,0176 710 00,kontaktcenter@norrtalje.se,www.norrtalje.se/info/kultur-och-fritid/idrott-motion-friluftsliv/utegym/utegym-rimbo/,,,,"Träna kondition och styrka genom klättring, spring och hopp.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115,0115_Utegym_00001,Kårsta utegym,Kårsta,59.6566844665686,18.2732946229574,6617726,684416,6615856,165408,Ja,Vallentuna kommun,+46 858 78 50 00,kommun@vallentuna.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115,0115_Utegym_00002,Össeby Idrottsplats utegym,Össeby,59.5597861222794,18.2164547111994,6606787,681738,6605049,162238,Ja,Vallentuna kommun,+46 858 78 50 00,kommun@vallentuna.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115,0115_Utegym_00003,Vallentuna Idrottsplats utegym,Haga,59.5335644490177,18.0965247437696,6603547,675101,6602112,155462,Ja,Vallentuna kommun,+46 858 78 50 00,kommun@vallentuna.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0115,0115_Utegym_00004,Lindholmen utegym,Lindholmen,59.5892886653496,18.1052301925141,6609771,675303,6608321,155944,Ja,Vallentuna kommun,+46 858 78 50 00,kommun@vallentuna.se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
